Timestamp,Velocity(m/s),Voltage(V),Current(A),Power(W),TargetSpeed(m/s)
2026-07-02 23:23:04,6.6992,12.587,27.965,351.9954,7
2026-07-02 23:23:05,6.8989,12.587,26.806,337.4072,7
2026-07-02 23:23:06,6.7586,12.587,28.022,352.713,7
2026-07-02 23:23:07,6.9002,12.587,28.644,360.542,7
2026-07-02 23:23:08,7.0021,12.587,29.149,366.8985,7
2026-07-02 23:23:09,7.0054,12.587,25.954,326.683,7
2026-07-02 23:23:10,6.9709,12.587,26.9,338.5902,7
2026-07-02 23:23:11,6.972,12.587,28.762,362.0271,7
2026-07-02 23:23:12,6.9731,12.587,29.076,365.9796,7
2026-07-02 23:23:13,6.9664,12.587,27.215,342.5552,7
2026-07-02 23:23:14,6.9737,12.587,26.485,333.3666,7
2026-07-02 23:23:15,6.9838,12.587,29.184,367.3389,7
2026-07-02 23:23:16,6.9713,12.587,29.266,368.3713,7
2026-07-02 23:23:17,6.95866666666667,12.587,26.9155555555556,338.786,7
2026-07-02 23:23:18,6.9574,12.587,26.676,335.7706,7
2026-07-02 23:23:19,6.9956,12.587,29.948,376.9554,7.6
2026-07-02 23:23:20,7.7174,12.587,28.319,356.4515,8
2026-07-02 23:23:21,7.931,12.587,26.408,332.3973,8
2026-07-02 23:23:22,7.9547,12.587,25.747,324.0773,8
2026-07-02 23:23:23,7.9734,12.587,30.265,380.9455,8
2026-07-02 23:23:24,7.9826,12.587,28.902,363.7893,8
2026-07-02 23:23:25,7.9776,12.587,26.358,331.7681,8
2026-07-02 23:23:26,7.9755,12.587,25.789,324.606,8
2026-07-02 23:23:27,7.9769,12.587,29.459,370.8002,8
2026-07-02 23:23:28,7.9808,12.587,29.327,369.139,8
2026-07-02 23:23:29,7.9974,12.587,25.82,324.9962,8
2026-07-02 23:23:30,7.992,12.587,26.882,338.3636,8
2026-07-02 23:23:31,7.9715,12.587,28.922,364.0414,8
2026-07-02 23:23:32,7.9638,12.587,30.009,377.7233,8
2026-07-02 23:23:33,7.96211111111111,12.587,25.88,325.751444444444,8
2026-07-02 23:23:36,7.966,12.587,26.939,339.0811,8
2026-07-02 23:23:37,7.9719,12.587,28.41,357.5964,8
2026-07-02 23:23:38,7.9784,12.587,29.775,374.778,8
2026-07-02 23:23:39,8.0107,12.587,27.479,345.878,8.6
2026-07-02 23:23:40,8.6841,12.587,27.266,343.1972,9
2026-07-02 23:23:41,8.9284,12.587,29.528,371.669,9
2026-07-02 23:23:42,8.9596,12.587,29.285,368.6103,9
2026-07-02 23:23:43,8.9974,12.587,26.427,332.6364,9
2026-07-02 23:23:44,9.0207,12.587,28.104,353.7449,9
2026-07-02 23:23:45,8.9995,12.587,29.012,365.1741,9
2026-07-02 23:23:46,8.9788,12.587,27.198,342.341,9
2026-07-02 23:23:47,8.9676,12.587,25.672,323.1332,9
2026-07-02 23:23:48,8.9665,12.587,30.324,381.6882,9
2026-07-02 23:23:49,8.9703,12.587,28.404,357.521,9
2026-07-02 23:23:50,8.97311111111111,12.587,27.7466666666667,349.247222222222,9
2026-07-02 23:23:51,8.9747,12.587,26.129,328.8855,9
2026-07-02 23:23:52,8.9743,12.587,29.692,373.7332,9
2026-07-02 23:23:53,8.9784,12.587,28.584,359.7866,9
2026-07-02 23:23:54,8.9813,12.587,27.45,345.513,9
2026-07-02 23:23:55,8.9815,12.587,26.079,328.2561,9
2026-07-02 23:23:56,8.9745,12.587,28.744,361.8004,9
2026-07-02 23:23:57,8.9773,12.587,28.077,353.4052,9
2026-07-02 23:23:58,8.9983,12.587,28.762,362.0274,9
2026-07-02 23:23:59,9.0168,12.587,26.062,328.0423,9.5
